ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,TrafficLevel,VehicleWeight,OccupancyRate,BasePrice,RawDemand,PriceMultiplier,Price
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016,15:30:00,2016-10-04 15:30:00,0.5,1.5,0.28596187175043325,10,0.6666755709591098,1.4911375470888697,14.911375470888697
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016,16:04:00,2016-10-04 16:04:00,0.5,1.0,0.2807625649913345,10,0.4841092622402279,1.4280766198463304,14.280766198463304
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,2016-10-04 16:31:00,2.0,1.5,0.24783362218370883,10,1.3989613472998277,1.7030285274939427,17.030285274939427
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,2016-10-05 07:57:00,0.5,1.5,0.09358752166377816,10,0.5490747653955552,1.4508813543227501,14.5088135432275
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,2016-10-05 08:30:00,2.0,1.5,0.1022530329289428,10,1.2923854149074299,1.676826007585348,16.76826007585348
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,2016-10-05 09:04:00,0.5,1.5,0.12305025996533796,10,0.6333591581503728,1.4798761256440995,14.798761256440995
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,2016-10-05 09:30:00,2.0,1.5,0.1438474870017331,10,1.378596644915836,1.6981482810525421,16.98148281052542
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,2016-10-05 10:04:00,0.5,1.5,0.1975736568457539,10,0.7028425643416621,1.5032265555367645,15.032265555367646
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,2016-10-05 10:30:00,3.0,2.0,0.2218370883882149,10,2.30533915619109,1.86397739199007,18.639773919900698
24,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,05-10-2016,11:04:00,2016-10-05 11:04:00,2.0,1.0,0.2564991334488735,10,1.4033116226406885,1.7040633008329356,17.040633008329355
25,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,05-10-2016,11:30:00,2016-10-05 11:30:00,2.0,1.5,0.2807625649913345,10,1.5098295288609338,1.7285539124901117,17.285539124901117
26,BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,05-10-2016,12:04:00,2016-10-05 12:04:00,3.0,1.5,0.30849220103986136,10,2.2956114756742614,1.8627693958115157,18.627693958115156
27,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,05-10-2016,12:30:00,2016-10-05 12:30:00,3.0,1.5,0.317157712305026,10,2.325028542385236,1.8663931822254023,18.66393182225402
28,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,05-10-2016,12:57:00,2016-10-05 12:57:00,3.0,1.5,0.30329289428076256,10,2.3207273250085576,1.8658687709021953,18.658687709021955
29,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,05-10-2016,13:30:00,2016-10-05 13:30:00,3.0,2.0,0.31022530329289427,10,2.396147626024636,1.874799602931811,18.74799602931811
30,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,05-10-2016,13:57:00,2016-10-05 13:57:00,2.0,1.5,0.30155979202772965,10,1.515884873994581,1.7298975617934957,17.298975617934957
31,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,05-10-2016,14:30:00,2016-10-05 14:30:00,3.0,1.5,0.2738301559792028,10,2.254689097819398,1.857581360437394,18.57581360437394
32,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,05-10-2016,14:57:00,2016-10-05 14:57:00,2.0,1.5,0.2512998266897747,10,1.4573628110949906,1.7166934882996587,17.166934882996586
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,2016-10-05 15:30:00,0.5,1.5,0.22357019064124783,10,0.6507802899832861,1.4857794165339486,14.857794165339486
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,2016-10-05 16:04:00,0.5,1.5,0.2097053726169844,10,0.6477766465638183,1.4847638904496048,14.847638904496048
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,2016-10-05 16:30:00,0.5,1.0,0.1975736568457539,10,0.46421312822967303,1.4210197551823516,14.210197551823516
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,2016-10-06 07:57:00,0.5,1.5,0.10051993067590988,10,0.549747581521516,1.4511155390178514,14.511155390178514
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,2016-10-06 08:30:00,0.5,1.5,0.10918544194107452,10,0.5506561836559051,1.4514317258454255,14.514317258454255
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,2016-10-06 08:57:00,0.5,1.5,0.12131715771230503,10,0.5520543796676673,1.4519181369817735,14.519181369817735
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,2016-10-06 09:30:00,0.5,1.5,0.16464471403812825,10,0.6393424158419527,1.4819071965286383,14.819071965286383
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,2016-10-06 10:03:00,0.5,1.5,0.2339688041594454,10,0.7106955900618608,1.5058322623445988,15.058322623445989
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,2016-10-06 10:30:00,2.0,1.5,0.2772963604852686,10,1.4642336454170233,1.7182690189114433,17.18269018911443
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,2016-10-06 10:57:00,2.0,1.5,0.30675909878682844,10,1.4728375819920887,1.7202324521474532,17.202324521474534
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,2016-10-06 11:30:00,2.0,0.5,0.3310225303292894,10,1.32520367770348,1.6850692401496987,16.850692401496985
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,2016-10-06 12:04:00,3.0,1.5,0.34488734835355284,10,2.3342076766751294,1.8675061348269946,18.675061348269946
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,2016-10-06 12:30:00,3.0,1.5,0.35701906412478335,10,2.338465341222225,1.8680195208424584,18.680195208424585
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,2016-10-06 12:57:00,2.0,1.5,0.3431542461005199,10,1.565757449577876,1.7407669367432443,17.407669367432444
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-10-06 13:30:00,3.0,1.0,0.36048526863084923,10,2.2397088495978847,1.8556387061354873,18.556387061354872
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,2016-10-06 13:57:00,2.0,1.5,0.3466204506065858,10,1.5669528996588242,1.7410231790933226,17.410231790933224
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,2016-10-06 14:30:00,2.0,0.5,0.30329289428076256,10,1.2717802995084362,1.671571030258586,16.71571030258586
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,0.5,1.5,0.2738301559792028,10,0.6632799520734014,1.4899951982766524,14.899951982766524
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,0.5,1.0,0.2651646447140381,10,0.5609446193147651,1.4550066181684125,14.550066181684125
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,2016-10-06 16:04:00,0.5,1.0,0.2339688041594454,10,0.47206615394987167,1.4238090058850918,14.238090058850918
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,2016-10-06 16:30:00,0.5,1.5,0.22357019064124783,10,0.6507802899832861,1.4857794165339486,14.857794165339486
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,2016-10-07 08:03:00,0.5,1.5,0.10051993067590988,10,0.630840603143149,1.4790200629444747,14.790200629444747
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,2016-10-07 08:30:00,2.0,1.5,0.10571923743500866,10,1.373838873739399,1.6969995100502961,16.969995100502963
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,2016-10-07 09:04:00,0.5,1.5,0.12998266897746968,10,0.5531432004072245,1.4522967943967686,14.522967943967686
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,2016-10-07 09:30:00,0.5,1.5,0.17850953206239167,10,0.6417213014301713,1.4827136891451869,14.827136891451868
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,2016-10-07 09:57:00,0.5,1.0,0.2218370883882149,10,0.5503943218038845,1.4513406077650228,14.513406077650227
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,2016-10-07 10:30:00,3.0,2.0,0.29809358752166376,10,2.3616275141183682,1.8707810264625724,18.707810264625724
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,2016-10-07 10:57:00,2.0,1.5,0.32582322357019067,10,1.4788673961566705,1.721602169951165,17.21602169951165
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,2016-10-07 11:30:00,2.0,1.0,0.34488734835355284,10,1.4298893614378494,1.7103261146179936,17.103261146179936
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,2016-10-07 12:03:00,3.0,1.5,0.36395147313691506,10,2.340964372547222,1.8683200144768213,18.683200144768215
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,2016-10-07 12:30:00,3.0,1.0,0.35701906412478335,10,2.238465341222225,1.8554763868096327,18.554763868096327
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,2016-10-07 13:04:00,3.0,1.5,0.3466204506065858,10,2.334806903537313,1.8675784980554246,18.675784980554248
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,2016-10-07 13:30:00,3.0,1.5,0.3483535528596187,10,2.3354091340429166,1.867651188040877,18.67651188040877
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,2016-10-07 14:03:00,2.0,1.0,0.3344887348353553,10,1.3817283665137134,1.698902660066525,16.989026600665248
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,2016-10-07 14:30:00,2.0,1.5,0.31369150779896016,10,1.5196169009432696,1.7307230905728288,17.30723090572829
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,2016-10-07 15:04:00,0.5,2.0,0.29809358752166376,10,0.770218368372372,1.5253521939609154,15.253521939609154
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,2016-10-07 15:30:00,0.5,0.5,0.2755632582322357,10,0.4637560295553871,1.4208572474537207,14.208572474537206
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,2016-10-07 15:57:00,0.5,0.5,0.2738301559792028,10,0.46327995207340134,1.420687974387645,14.206879743876451
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,2016-10-07 16:30:00,0.5,1.5,0.22876949740034663,10,0.6519562163820077,1.4861767340997891,14.861767340997892
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,2016-10-08 07:57:00,0.5,1.5,0.10051993067590988,10,0.549747581521516,1.4511155390178514,14.511155390178514
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,2016-10-08 08:30:00,2.0,1.5,0.10571923743500866,10,1.373838873739399,1.6969995100502961,16.969995100502963
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,2016-10-08 08:57:00,0.5,2.0,0.12998266897746968,10,0.6531432004072244,1.486577638592486,14.86577638592486
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,2016-10-08 09:30:00,0.5,1.5,0.18024263431542462,10,0.6420321785240861,1.482819039137137,14.82819039137137
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,2016-10-08 10:04:00,0.5,1.5,0.2738301559792028,10,0.7208163665637576,1.5091801418194568,15.091801418194567
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,2016-10-08 10:30:00,2.0,2.0,0.3310225303292894,10,1.5805749674406377,1.7439288979633412,17.43928897963341
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,2016-10-08 10:57:00,2.0,2.0,0.38648180242634317,10,1.6450998117140347,1.757341513534036,17.573415135340362
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,2016-10-08 11:30:00,2.0,1.5,0.44020797227036396,10,1.56730724933587,1.7410990947219538,17.41099094721954
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,2016-10-08 12:04:00,3.0,1.5,0.5303292894280762,10,2.415358612760601,1.8769865026479615,18.769865026479614
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,2016-10-08 12:30:00,3.0,1.5,0.5545927209705372,10,2.4520771853559857,1.8810698280911127,18.810698280911126
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,2016-10-08 13:04:00,3.0,1.5,0.6031195840554593,10,2.4566106514835715,1.8815652994121064,18.815652994121063
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,2016-10-08 13:30:00,3.0,1.5,0.6187175043327556,10,2.4661397102318334,1.8826006010176344,18.826006010176343
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,2016-10-08 14:03:00,2.0,1.0,0.6845753899480069,10,1.60473745217191,1.7490192025180182,17.490192025180182
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,2016-10-08 14:30:00,2.0,1.5,0.6932409012131716,10,1.7107071934681024,1.7703919819672502,17.703919819672503
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,2016-10-08 14:57:00,2.0,1.5,0.6845753899480069,10,1.70473745217191,1.7692286915769926,17.692286915769927
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,2016-10-08 15:30:00,2.0,1.5,0.7036395147313691,10,1.6733412929935334,1.7630311909730916,17.630311909730917
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,0.5,1.5,0.6603119584055459,10,0.8437944161182879,1.548895642373797,15.488956423737969
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,2016-10-08 16:30:00,0.5,2.0,0.6325823223570191,10,0.925868672190904,1.5743545662481186,15.743545662481186
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,2016-10-09 08:04:00,0.5,1.5,0.07279029462738301,10,1.1284376884075749,1.633325697194048,16.33325697194048
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,2016-10-09 08:30:00,0.5,1.0,0.07279029462738301,10,1.0284376884075748,1.6049193455822006,16.049193455822007
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,2016-10-09 09:04:00,0.5,1.5,0.07452339688041594,10,1.1285653432529021,1.6333610616586656,16.333610616586654
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,2016-10-09 09:30:00,0.5,0.5,0.07452339688041594,10,0.9285653432529021,1.5751762011782393,15.751762011782393
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,2016-10-09 09:57:00,2.0,1.5,0.08665511265164645,10,1.92954156392217,1.809798003885235,18.09798003885235
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,2016-10-09 10:30:00,3.0,0.5,0.11091854419410745,10,2.523349082380671,1.8886438297349755,18.886438297349756
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,2016-10-09 11:04:00,2.0,2.0,0.1733102253032929,10,2.1527283843322587,1.8438851884763263,18.438851884763263
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,2016-10-09 11:30:00,2.0,1.5,0.21837088388214904,10,2.0615530886986555,1.8306646986342947,18.306646986342948
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,2016-10-09 11:57:00,2.0,1.5,0.2564991334488735,10,2.0706060699649314,1.8320198700234611,18.320198700234613
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,2016-10-09 12:30:00,3.0,2.0,0.29462738301559793,10,2.9627653928221087,1.9262950406744206,19.262950406744206
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,2016-10-09 13:04:00,3.0,1.5,0.3275563258232236,10,2.8519372155726384,1.9181281003637252,19.181281003637253
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,2016-10-09 13:30:00,3.0,1.0,0.35528596187175043,10,2.7824768027623663,1.9125822880855816,19.125822880855814
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,3.0,0.5,0.36048526863084923,10,2.6397088495978847,1.900060791366619,19.00060791366619
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,2016-10-09 14:30:00,2.0,1.5,0.36221837088388215,10,2.072481105372355,1.8322993629699726,18.322993629699727
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,0.5,1.5,0.3310225303292894,10,1.2381128471947629,1.6628530357912035,16.628530357912034
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,2016-10-09 15:30:00,0.5,1.5,0.3119584055459272,10,1.2319839127973389,1.6612484251565371,16.61248425156537
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,2016-10-09 16:03:00,0.5,2.0,0.268630849220104,10,1.3194061559783172,1.6836243340781136,16.836243340781138
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,2016-10-09 16:30:00,0.5,1.5,0.23050259965337955,10,1.1523541991350872,1.6399109874362479,16.39910987436248
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,2016-10-10 08:04:00,0.5,1.0,0.09358752166377816,10,0.44907476539555524,1.4156288429395263,14.156288429395262
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,2016-10-10 08:30:00,0.5,2.0,0.09705372616984402,10,0.6494051661716967,1.4853146085701034,14.853146085701034
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,2016-10-10 09:04:00,0.5,1.5,0.11265164644714037,10,0.5510406500135969,1.4515654940731921,14.51565494073192
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,10-10-2016,09:30:00,2016-10-10 09:30:00,0.5,1.0,0.1265164644714038,10,0.5337916828027761,1.4455505401377349,14.455505401377348
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,10-10-2016,10:03:00,2016-10-10 10:03:00,0.5,0.5,0.15944540727902945,10,0.43849989386279187,1.4118522912368738,14.11852291236874
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,10-10-2016,10:30:00,2016-10-10 10:30:00,2.0,0.5,0.19584055459272098,10,1.2895924813222694,1.67611730663925,16.7611730663925
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,10-10-2016,10:57:00,2016-10-10 10:57:00,2.0,1.5,0.24956672443674177,10,1.4569287846208774,1.7165937363608101,17.1659373636081
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,10-10-2016,11:30:00,2016-10-10 11:30:00,2.0,1.5,0.2582322357019064,10,1.5037576636884797,1.727201374614641,17.27201374614641
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,10-10-2016,11:57:00,2016-10-10 11:57:00,2.0,1.5,0.2755632582322357,10,1.50838327455446,1.7282322269283827,17.282322269283828
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,10-10-2016,12:30:00,2016-10-10 12:30:00,3.0,1.5,0.29636048526863085,10,2.2919425252373813,1.8623112804443043,18.623112804443043
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,10-10-2016,13:04:00,2016-10-10 13:04:00,2.0,2.0,0.3050259965337955,10,1.6534004605501855,1.7590251543956488,17.590251543956487
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,10-10-2016,13:30:00,2016-10-10 13:30:00,3.0,1.5,0.29809358752166376,10,2.2924576500838203,1.8623756832266798,18.6237568322668
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,10-10-2016,14:03:00,2016-10-10 14:03:00,3.0,1.5,0.27902946273830154,10,2.256126341195613,1.8577665083949213,18.577665083949213
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,10-10-2016,14:30:00,2016-10-10 14:30:00,2.0,1.5,0.2668977469670711,10,1.4614042133158847,1.7176210274059676,17.176210274059677
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,10-10-2016,14:57:00,2016-10-10 14:57:00,2.0,1.5,0.23743500866551126,10,1.4986034115806728,1.7260491313926263,17.260491313926263
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,2016-10-10 15:30:00,0.5,1.0,0.22357019064124783,10,0.46968726836165314,1.4229646015041266,14.229646015041267
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,2016-10-10 15:57:00,2.0,1.5,0.22530329289428075,10,1.4511677965423382,1.7152671409195426,17.152671409195428
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,2016-10-10 16:30:00,0.5,2.0,0.1975736568457539,10,0.745306149851306,1.5172326105470486,15.172326105470486
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,2016-10-11 08:04:00,2.0,1.0,0.09705372616984402,10,1.1918672864175717,1.6506122908463945,16.506122908463944
